"network","limu_RA","cca_RA","coral_RA","FC_LimuVCoral","FC_LimuVCCA","FC_CoralVCCA","tuk_Coral_CCA_diff","tuk_Coral_CCA_p","tuk_Limu_CCA_diff","tuk_Limu_CCA_p","tuk_Limu_Coral_diff","tuk_Limu_Coral_p","f_stat","sum_of_sq","p_val","adj_p_val"
877,0.000171018940729185,0,0,Inf,Inf,0,8.23993651088983e-18,1,0.00672722450142604,2.77065614920913e-05,0.00672722450142603,1.75868755387665e-05,13.7948983192238,0.000833053610077131,5.11920756250212e-06,3.9889105260923e-05
172,0.000305532503791042,0.00148805219794665,7.09269637846421e-05,2.1069197723087,-2.28402736115002,-4.39094713345872,-0.0251911866872489,2.69712430167601e-09,-0.016768570107946,0.000542965493219638,0.00842261657930284,0.118257475821861,23.3559401996781,0.0126928371995094,4.75046176491997e-09,9.12332272288476e-08
468,0.000973186402506653,7.18165158316933e-06,1.33281192367259e-06,9.51209914007113,7.08225669010922,-2.42984244996191,-0.000446526620457707,0.987511339585746,0.015766917199832,3.87211068213489e-05,0.0162134438202897,1.45729305558451e-05,13.7149641147585,0.0047188502381464,5.45039621981252e-06,4.16565996799957e-05
67,0.00321311759482668,5.12447290232271e-06,8.85671521232041e-07,11.8249144318408,9.29235444849104,-2.53255998334972,-0.000441220790088973,0.99649421658108,0.0266630442344592,0.000205875346975026,0.0271042650245482,0.000108443146567438,11.0801506234403,0.0133215141561322,4.50293055327617e-05,0.000259438075723373
833,0.000113648701536723,5.61585113368358e-05,7.47061427668256e-06,3.92721051635381,1.01700460315909,-2.91020591319473,-0.00264835990673188,0.147080608554379,0.00250393243687962,0.27829782868715,0.0051522923436115,0.00460737293373437,5.42858358771431,0.000419664273019025,0.00577844753296225,0.0112125834253594
1406,9.53426080885613e-05,0,0,Inf,Inf,0,-4.44522890719057e-18,1,0.00363100038311389,0.00664050193850718,0.00363100038311389,0.00527252905722231,6.15181631998964,0.000242691014864082,0.00302210659226736,0.0066771617628562
278,0.000113289663572671,3.88839735557504e-07,0,Inf,8.1866248663019,-Inf,-0.00010251454746161,0.995272400524105,0.00359942673349866,0.016725670051128,0.00370194128096027,0.0109479834783087,5.11385617081727,0.000245972335961139,0.00768175214808685,0.0136019677515769
584,0.000635305697254058,0.00038719640238645,6.04525860078014e-05,3.39357499617578,0.714385408950498,-2.67918958722529,-0.0092128224660727,0.0163818242417763,-0.000685378180448646,0.982358368359999,0.00852744428562405,0.0618139178451462,4.71341635782713,0.00199624885890079,0.0110613605235312,0.0181448432992398
277,0.000591128313112067,0.000901351845083906,0.000410893637493777,0.524706331431782,-0.608619053203643,-1.13332538463542,-0.00673475379595708,0.135224384257342,-0.00688976484158544,0.210352002193088,-0.000155011045628359,0.999154486782799,2.28646049115016,0.00109379809766523,0.106914853259687,0.1273119635795
701,0.00214017451453022,4.30752135672064e-06,9.2966109507921e-07,11.1687359392071,8.95665477724728,-2.21208116195977,-0.000318591912904614,0.997216852583147,0.0221705472500565,0.000138004260900382,0.0224891391629612,7.33735187651297e-05,11.6327621478562,0.00918880247022599,2.87024280175681e-05,0.000182187445636937
