"id_49",18500000,72700000,26200000,86200000,1.92e+08,1.75e+08,1.41e+08,1.37e+08,2.21e+08,2.67e+08,33100000,1.32e+08,27700000,2.94e+08,2.68e+08,20400000,2.54e+08,1.53e+08,1.12e+08,1.02e+08,94700000,70200000,7131141.612,57200000,1.61e+08,2.08e+08,21800000,7386546.239,40900000,9282486.826,24600000,67800000,1.19e+08,57400000,1.38e+08,1.4e+07,1.17e+08,82700000,12600000,58300000,3.75e+08,2e+08,33200000,4810539.182,3.64e+08,58600000,37200000,4.7e+07,3.6e+07,57300000,47700000,4.2e+07,40500000,3.17e+08,6.2e+07,75600000,50400000,7532958.825,80900000,83200000,1.37e+08,26100000,1.03e+08,18400000,92200000,9816454.703,5e+07,70900000,1.13e+08,0,0,47700000,15600000,1.36e+08,1.2e+07,32100000,17900000,9073904.888,2481871.795,26900000,9651061.71,1893953.457,718824.4143,1.42e+08,25100000,5519820.632,0,30200000,74300000,18200000,18200000,62600000,72100000,75600000,1.36e+08,10400000,1.08e+08,72300000,44700000,2.45e+08,1.39e+08,67400000,92700000
"id_51",14800000,1.2e+07,13100000,12500000,12200000,10700000,1.2e+07,13300000,15300000,16800000,12100000,12600000,12400000,14500000,16700000,12800000,12800000,12800000,13100000,12200000,12400000,12400000,12500000,12700000,14100000,1.5e+07,12900000,12500000,13600000,12400000,12400000,13200000,11600000,13300000,12500000,12300000,12300000,12800000,13600000,12500000,20400000,13400000,1.4e+07,12900000,23800000,12400000,11700000,1.3e+07,11500000,12800000,12200000,12300000,12700000,28600000,11800000,12100000,11900000,12500000,12500000,15400000,15200000,1.2e+07,14500000,12600000,13100000,12400000,12600000,12500000,12900000,12300000,12500000,12200000,12300000,15400000,1.2e+07,13700000,1.2e+07,12300000,13100000,12700000,12200000,12400000,12700000,12500000,12600000,12700000,23800000,13700000,15300000,12900000,32900000,2.1e+07,15800000,15800000,12900000,3e+07,13200000,16200000,19700000,16400000,33500000,34700000,2.9e+07
"id_53",16800000,53500000,21900000,73200000,1.64e+08,1.18e+08,1.12e+08,1.1e+08,1.86e+08,2.44e+08,25800000,1.27e+08,24600000,2.96e+08,2.38e+08,1.7e+07,2.25e+08,1.25e+08,88800000,82500000,74900000,55700000,6895483.546,48600000,1.48e+08,1.79e+08,17800000,6738621.849,38900000,7451000.079,21800000,56800000,1e+08,48400000,1.23e+08,1.1e+07,1.12e+08,62500000,9586595.062,49400000,3.31e+08,1.62e+08,25500000,3861784.688,3.32e+08,47600000,3.3e+07,42200000,25700000,48400000,0,0,42300000,3.02e+08,55200000,63100000,4e+07,0,0,0,0,0,0,14900000,71800000,82188.62153,4.2e+07,0,0,2002271.218,8840919.346,34800000,0,0,1.1e+07,21700000,15400000,7502427.845,1961103.172,21500000,8024212.475,1321580.103,0,0,19900000,4786815.278,5722632.633,23500000,0,0,15800000,48700000,0,0,1.13e+08,9052590.127,0,0,36100000,0,1.01e+08,0,0
"id_55",24800000,2.4e+07,23200000,23200000,2.4e+07,77200000,23900000,22300000,23100000,23200000,23900000,25500000,2.4e+07,27300000,31500000,24400000,27700000,23800000,23300000,22200000,2.2e+07,15200000,23600000,23400000,22600000,24200000,23800000,22800000,24200000,23100000,22800000,24400000,21400000,2.3e+07,23500000,22500000,23500000,22600000,25300000,2.4e+07,23800000,2.6e+07,24700000,24900000,2.3e+07,22700000,23900000,23600000,23200000,23600000,23400000,24100000,24600000,23300000,2.3e+07,23100000,2.3e+07,23200000,14800000,15100000,14500000,22500000,14300000,23900000,15600000,20900000,22800000,15900000,15400000,22200000,24100000,21600000,23500000,16200000,22800000,23300000,21200000,23400000,23600000,25500000,23900000,23900000,23700000,15600000,2.4e+07,23900000,2.4e+07,22900000,14400000,15300000,25300000,22400000,13900000,13600000,15100000,2.3e+07,15800000,14300000,14200000,11800000,13500000,1.2e+07,8267515.628
"id_56",12100000,21900000,6047144.142,33800000,4.2e+07,46600000,56200000,33300000,5728344.276,1739475.421,7578126.574,38200000,10800000,0,1301145.385,0,0,55400000,41200000,34600000,27100000,28100000,1472336.749,19600000,33700000,0,5356982.749,653596.9721,0,4093060.978,0,30500000,35200000,25600000,46800000,6992101.801,37600000,25200000,0,25200000,0,30200000,7825040.277,1393008.075,0,21400000,14300000,1.9e+07,11800000,0,1.4e+07,0,15900000,0,25700000,26600000,0,1036072.636,9899550.329,0,0,0,0,6455302.259,0,0,15200000,30600000,0,0,2034959.186,12900000,0,0,5289251.339,13700000,0,0,41200000,6353484.903,58800000,11100000,0,12100000,11700000,9460132.228,4546337.904,7431197.895,0,0,3320161.83,6999071.466,0,0,0,0,18500000,0,12400000,0,28800000,10800000,0
"id_61",13800000,29300000,13100000,3.5e+07,57200000,53700000,57100000,44100000,0,0,18300000,0,17800000,0,0,16100000,0,53400000,4.4e+07,3.6e+07,36200000,31400000,0,27900000,44700000,0,12400000,7264606.015,22100000,10600000,19800000,32800000,39500000,28500000,46800000,12400000,48800000,36500000,10900000,30700000,0,53700000,19100000,6852564.246,0,29400000,16900000,18600000,17500000,27600000,2.1e+07,24900000,21500000,0,29300000,27900000,24400000,6531522.066,25800000,31600000,33500000,0,34400000,11500000,31400000,0,21300000,29500000,32900000,0,8714224.353,23600000,0,41200000,0,18200000,0,0,6756526.979,1.7e+07,14100000,5407548.297,0,37100000,17500000,5937816.579,11800000,19200000,27200000,16900000,1.3e+07,0,16300000,22100000,42900000,6531217.72,26800000,0,18500000,0,41700000,25900000,27300000
"id_64",12900000,52200000,18100000,67300000,1.3e+08,94700000,0,0,0,0,0,0,0,2.32e+08,0,0,2.03e+08,1.13e+08,0,79500000,0,51600000,0,0,0,0,16600000,4615163.206,0,6613515.785,0,0,0,0,0,0,0,0,9021910.878,0,0,0,0,3117242.826,0,0,2.6e+07,0,0,0,32400000,31500000,0,0,45600000,61200000,0,5220078.518,71200000,31900000,50900000,19300000,35300000,0,0,7334530.208,0,0,97800000,0,0,0,11700000,53100000,0,0,11800000,6508100.932,0,20400000,0,0,558610.7051,1.16e+08,0,0,0,0,24700000,11900000,0,0,27100000,29700000,0,6894559.587,85300000,25600000,0,97400000,0,53100000,34700000
"id_66",20500000,764895.0599,1.7e+07,7731083.735,502998.5501,0,2893222.021,12800000,13200000,6293281.93,593220.8735,7956127.806,0,0,3094542.081,0,1059841.395,11900000,8673558.803,3794078.633,2535002.431,6.04e+08,0,1810338.905,1.2e+07,3427533.56,0,0,0,0,0,9092765.447,9957149.893,5972428.822,750172.788,0,5404921.868,1319232.257,935537.0293,0,62800000,5265631.805,1623098.628,0,15100000,0,3080841.664,2553073.752,861556.8056,2332246.763,1546752.722,0,4734531.272,3410445.236,3414976.05,2348510.348,4962101.994,20700000,0,9448171.245,0,9000597.001,10900000,19800000,0,15100000,43600000,7814075.37,11400000,8515062.562,2561694.479,6065485.403,10600000,4336268.694,32100000,979150.336,16800000,15200000,0,6564507.454,925504.8712,8972851.375,0,12400000,6556746.527,8327420.142,26700000,6707429.841,0,49500000,9082109.818,5982688.495,0,0,38900000,9193013.46,44400000,0,37900000,0,85600000,40100000,0
"id_70",13600000,771286.1341,97700000,67400000,899642.1501,1052843.102,5185643.806,74700000,16100000,29700000,2301908.584,7109559.214,1982604.748,0,4970943.294,10800000,0,5728411.988,1901052.69,0,2167720.395,0,3642330.666,3277746.125,2.1e+07,230797.2396,20600000,0,28700000,1677779.407,5770735.808,3271045.526,7946930.675,4226768.985,1505891.789,2142666.364,8759359.23,1.1e+07,520485.9049,2407848.723,0,6279465.556,3254154.005,4922287.813,0,4121906.245,0,1772977.591,549640.1442,2241884.416,0,0,2755756.457,0,2313086.44,4549571.744,11200000,0,0,0,0,0,0,0,2.2e+07,0,0,0,0,9652245.712,3211721.388,14700000,0,0,1774912.326,1337114.594,0,0,0,12300000,481623.0655,2028902.261,1447208.442,280168.4004,2492725.979,2444055.709,6396438.861,0,0,0,4481004.597,3711657.046,0,0,0,0,0,0,0,0,0,0,0
"id_72",4.9e+07,47100000,46500000,4.7e+07,45300000,12800000,48700000,47100000,47100000,46400000,47900000,46900000,48900000,47100000,48800000,47800000,45100000,48400000,45900000,46100000,48500000,47600000,48100000,49500000,46300000,4.7e+07,48400000,48400000,45600000,49100000,4.7e+07,46900000,47800000,49700000,48700000,4.8e+07,45900000,4.7e+07,48800000,47400000,47600000,46600000,47900000,48300000,46300000,4.7e+07,45700000,47600000,4.3e+07,47300000,4.8e+07,49900000,48900000,46800000,45200000,47200000,48300000,49600000,47600000,49300000,42300000,47300000,4.7e+07,47100000,48600000,47300000,44700000,45300000,48400000,49200000,50400000,48300000,45800000,53100000,48600000,50400000,48200000,46900000,5e+07,47600000,47300000,4.6e+07,67800000,45600000,52300000,48100000,50500000,48900000,50900000,48100000,44200000,46600000,45600000,40600000,47300000,47100000,4.6e+07,39100000,45300000,42500000,45700000,4.7e+07,51200000
