featureID	X	Y	Z
metabolite45726	-1.3709067077177912e-05	0.017501595003853145	-1.5691722379648937e-05
metabolite46241	0.011737026893327061	-0.006045000770865484	-0.008252708213516114
metabolite47146	0.009168362257106334	0.09597222452210213	-0.007887230661025977
metabolite56461	0.011368556867532277	-0.0067768778474336	0.0055994484416497705
metabolite46234	0.003603916178094264	0.0028591760094626713	-0.021915529902692056
metabolite34465	-0.025622354363405583	-0.0029177457043855436	-0.01423292408066
metabolite56707	0.006915717059559703	0.017636219100618116	-0.002019940044148579
metabolite39052	-0.013727931496581965	0.00704152276450001	0.0012022968352722885
metabolite45071	0.009168359089674265	0.09597220657365009	-0.007887228727034658
metabolite46242	0.003603793741949254	0.00285843477557554	-0.021916188272377488
metabolite46857	0.01902563451208148	0.01063212642989458	0.011237804780981438
metabolite65447	0.009168362649336629	0.09597220811978371	-0.007887230292867793
metabolite34061	-0.02562418187783384	-0.0029192142441941027	-0.014230377026580318
metabolite45674	0.0036037035479436308	0.002857762199757644	-0.021916769468201973
metabolite65549	0.009168359853110144	0.09597222311765305	-0.007887227907533267
metabolite55039	0.006915870840651639	0.017633833355126985	-0.002020935873825894
metabolite8576	0.009168363805002806	0.09597220826146836	-0.007887229105208221
metabolite45670	0.01699125140331766	0.008244258499402234	0.0028789868181647066
metabolite33762	-0.02562495047683103	-0.0029197493345512896	-0.014229323966557794
metabolite11802	-0.016478726979695192	0.0037718534805697085	0.0005025204947244567
metabolite45734	0.0005782097490266852	0.01577068121547454	-0.015030680798602352
metabolite47066	0.01699174080668364	0.008243054971667623	0.002878310102499017
metabolite38648	-0.013728638532177387	0.007039973361736046	0.0012029552513591526
metabolite50348	0.016991871025353343	0.00824269202700426	0.002878135809398428
metabolite24845	-0.023805483114821082	0.00047702337471841925	-0.01080743148108061
metabolite46176	0.0169919637684551	0.008242383977342336	0.0028779915953831203
metabolite41458	-0.020107622767802487	0.015769079198539662	0.0047164660311396905
metabolite11608	-0.016479107257730063	0.003771109992644415	0.0005029309840115758
metabolite45875	0.003603557300149109	0.002856551740518377	-0.02191785259564404
metabolite46956	0.006741923614257575	0.011269116313327941	-0.006231296629487036
metabolite16199	0.009168357541777795	0.09597222283428383	-0.007887230282852408
metabolite22979	-0.021544409228579742	-0.0023139863117132434	-0.005931278324541778
metabolite56635	0.006938882113006051	-0.015377643677352927	0.0031321037015203173
metabolite41670	-0.010076626291741166	0.009044318945467885	0.011432138385244093
metabolite39290	-0.003788918044065464	-0.002462254201369973	0.001499916599141176
metabolite47325	0.0005780714059638953	0.015769938692504964	-0.015031048724643142
metabolite47193	0.0036035029483600643	0.0028561719646271826	-0.021918166383117204
metabolite32347	0.009168365709666993	0.09597220916081167	-0.007887230282240025
metabolite40965	-0.02010810779270196	0.015768541686377573	0.004716978394285276
metabolite49688	0.0036034851407101575	0.0028560870589322994	-0.021918260119526932
metabolite47631	0.019028726476758063	0.010625608493369259	0.011234944798084446
metabolite47108	0.003603472492794322	0.0028559247374440534	-0.021918407254738214
metabolite34171	-0.012269015553198046	0.003237981144329646	-0.02127786013868072
metabolite42328	0.004722865465809338	-0.037261996980318055	-0.04088391277405632
metabolite42874	0.013520652073821197	-0.004223478425865287	-0.0019860266409881438
metabolite43306	0.01437058801758726	0.0011361433352589216	0.020071874006363354
metabolite47944	0.02976734756492888	-0.0055834867425029605	0.011869724897783495
metabolite36721	0.009168363555336805	0.09597220800891544	-0.007887228316977767
metabolite45804	0.009168360994338452	0.09597220747299334	-0.007887229904066448
metabolite42412	0.004183219237922905	-0.03660078097613412	-0.04233449788613247
metabolite13989	-0.020125600360573734	0.002741254555753678	0.010126758037016407
metabolite56638	0.019029266276443812	0.010624614594696689	0.011234446784727705
metabolite14067	-0.020125624036630818	0.0027412209982584585	0.01012680053830683
metabolite56698	0.006938791514426801	-0.015378001854711743	0.003132172398808711
metabolite23598	-0.024269615841236186	-0.0021620834487227304	-0.010640531015379734
metabolite66385	0.0059765359193538715	0.01478528111773098	-0.002193736687683878
metabolite45324	0.0060262362463512345	-0.006603858569487173	-0.0005027229908037661
metabolite58089	0.016992885258004357	0.008240080302398457	0.002876679318731155
metabolite42288	0.0047231431358559185	-0.0372627368203838	-0.04088505900257765
metabolite46382	0.0036034225839923525	0.0028555103594515453	-0.021918783448741392
metabolite41883	-0.0016417212254733243	0.0024513887054241575	-0.008507186672319124
metabolite33499	-0.025627865982557334	-0.002922020022510502	-0.014225521568743937
metabolite46500	0.004606075805633548	-0.03722782346225907	-0.028115409260019063
metabolite38478	-0.013729281628950065	0.007038610035883357	0.0012035375968078483
metabolite55964	0.005438237068491569	0.01273197483403242	0.022748226825133416
metabolite46101	0.011737656950086354	-0.006049371346328057	-0.008255914696646438
metabolite45882	0.011737688200571245	-0.006049672149154814	-0.0082561142346446
metabolite56470	0.012329302227652855	0.010588029031098067	0.0014708285348372944
metabolite65614	0.003603394267144654	0.0028553503471667246	-0.021918927862649467
metabolite42908	0.001817556684780342	-0.032636093795354336	-0.052599260958609534
metabolite13977	-0.02012590387030419	0.0027409103800314434	0.01012719389323469
metabolite43696	0.006741907182372716	-0.0027436894723431257	0.02166981377878928
metabolite25681	-0.021632335577714476	0.01168423691285315	0.0016418255198025254
metabolite46064	0.018065025009067082	0.008269668135192655	0.008414835628543641
metabolite38501	-0.007209457604365937	-0.0028717368269044223	0.009588343036348097
metabolite37597	0.018189163492031524	-0.013740771012143266	-0.006125874897823043
metabolite45966	0.0005778736642788144	0.01576888676091815	-0.015031527463360943
metabolite52371	0.008818278376717198	-0.013052061350865816	0.004737061776228109
metabolite42391	0.004027131929066759	-0.03637871326033102	-0.04268037444197141
metabolite27636	-0.007949968761356608	0.01494409784117395	-0.00827198170733441
metabolite59902	0.018284882286219887	0.008918531858646703	0.009202009674462419
metabolite66786	0.000577876927668135	0.01576887326295795	-0.015031536159853023
metabolite45618	0.009168362257106334	0.09597222452210213	-0.007887230661025977
metabolite42791	0.005429138081228187	0.002238862856758241	-0.005756633297556218
metabolite42763	0.004939416010968618	-0.016816621804536466	0.00610376359948977
metabolite46135	0.019029903140162778	0.010623502244802692	0.011233809922013496
metabolite63145	0.016993183554190446	0.00823914527041932	0.002876252636851034
metabolite19679	-0.007557360283676773	0.0036375322466101275	0.016163478397379236
metabolite38614	-0.0011243232478662965	0.007607406650348829	0.004622411779216588
metabolite42696	0.004973121128906517	-0.028244133538599614	-0.028580018372903422
metabolite11022	-0.010894650538656217	-0.0010336825810257602	-0.0025341364178075327
metabolite40859	-0.020109035866316984	0.015767233565794826	0.004718238084367946
metabolite42343	0.003928301455026644	-0.0362087889033838	-0.04285438528197177
metabolite40630	-0.020109048107638427	0.015767229401683302	0.004718238041856849
metabolite46361	0.003603369729098822	0.0028550751748733856	-0.0219191438987786
metabolite42774	0.0049462386543913115	-0.028210930353074433	-0.028568808596007373
metabolite40720	-0.02010912860286612	0.015767191124160335	0.004718289053653294
metabolite9110	0.009168362649336629	0.09597220811978371	-0.007887230292867793
metabolite42563	0.0022316474379515633	0.0008887333289083426	-0.0001264194689604246
metabolite46269	0.0036033744577647383	0.0028550357250317153	-0.021919183025940696
metabolite46620	0.01354964386128033	0.012421074708172358	0.007263514367493902
metabolite56630	0.012799561257628262	0.012630519264027869	0.006582944525647546
