id	CCA	Coral	Limu	Blank
0000ebe27d6ddb50e8408e7f13de15e6	0.14020791596729656	0.0	0.8597920840327035	0.0
0004f962b2dc575a3af7ae8f6c69b1ee	1.0	0.0	0.0	0.0
00078d20770bc5211d6f2262b7902156	0.32835544260108945	0.3425862889514847	0.1436631826772779	0.185395085770148
000cca8b4f3b5a3ce56e544a40825d81	0.8598336485469669	0.04542736867793301	0.09473898277510015	0.0
001273885ca85e1d5d92729e41773a2e	0.18970393329367688	0.0	0.8102960667063231	0.0
001703baaa52774b22a29a9857f5e725	0.18749711009386416	0.8125028899061358	0.0	0.0
00288f51cc5a0831b26c1b7216a7efd3	0.24467576829749707	0.09919860677449516	0.06299446981435407	0.5931311551136537
003cbd346b15ada7cbfc1ed30d7db657	0.02543774389624708	0.0	0.9745622561037529	0.0
00558a677aa3c18a5ab00cc76a6ca2eb	0.9580294534526546	0.04197054654734541	0.0	0.0
00590b28d72f55c1b4d52bcc86344a99	1.0	0.0	0.0	0.0
00685c4907075e2ff7f0bb43b1b4d682	1.0	0.0	0.0	0.0
006a64e5d266cd186eb1b042567beff8	0.045166146897515864	0.9548338531024841	0.0	0.0
006c53ea3532979fd4878175b18ea8f7	1.0	0.0	0.0	0.0
007268d7f32c16aff42421d710f33637	0.0	0.0	1.0	0.0
007631b567cd14cd5fc07bc135716bfd	0.2751132399573488	0.29953799211009124	0.4205418813841027	0.004806886548457236
0076c0b48eee14e2c6396df532d147c4	0.07685867030606991	0.0	0.9231413296939301	0.0
0087066e145f01fc42ae1095ad53c521	0.22218315112475095	0.21653844824466142	0.2965861116130096	0.264692289017578
0090f327fbe1b341ece4556661e2729f	0.7087229014692285	0.2912770985307716	0.0	0.0
009f00fbd0f7c70730c510eb12dd8fef	0.576893859365679	0.14000088548916287	0.2831052551451581	0.0
00c1a25919d1d866ca41ab2704dd1f03	0.6842714532996992	0.12664701660688713	0.18908153009341375	0.0
00d7b17fdf7abb92bcefa0e6febb205c	0.9156594986618386	0.0	0.08434050133816137	0.0
00ea880222c89149d0c0744ceed9ada8	0.0	0.21318456144844478	0.7868154385515552	0.0
00f7886b6bb0280d0bfb2dab3fb39dc2	0.201268860829169	0.06052513781524644	0.5189957465007379	0.2192102548548467
00f86f59b96a89995e96c83255c963bb	1.0	0.0	0.0	0.0
00f932d3e14582bd8de86b3ddf6bd5c6	0.0	0.0	1.0	0.0
00f96a8afc76be757ec149a46a861243	1.0	0.0	0.0	0.0
00fa279fa85cc4601998de087c62a404	0.0	0.0	1.0	0.0
00fab07b8e479ba85b6be398477cc034	0.007580982750950235	0.0	0.4763269705628559	0.5160920466861939
0102f8b7595ac730c221b12814f504b1	0.39947494494461916	0.20886236651669576	0.1673940694932118	0.22426861904547327
010a37788b3cf6056e9458b5eb48d1c3	0.3490829759763914	0.09714633190390556	0.5537706921197031	0.0
010d413c119d06e875c63c57b971ee94	0.9250278368733799	0.04104349960886741	0.03392866351775277	0.0
0119bb47de6e96b2923004cc1ed786f3	0.9942922252777566	0.005413535977292512	0.0002942387449509069	0.0
013f3d446d4da1d4287485676e4652a5	0.5733626990978643	0.0441510950687598	0.02922745422568553	0.3532587516076903
01410470c26ff53aa035972885e06dbb	0.9972798449955472	0.0027201550044528003	0.0	0.0
01410b16611ff8096f0dc6f264490a4c	1.0	0.0	0.0	0.0
014ca8b85cedad8603f25762adcc079c	0.5333243346447871	0.18351141126104908	0.10204383022626727	0.18112042386789654
016c05c1f014bcf88e7cf6c216c5103e	0.03500235247505138	0.0	0.9649976475249487	0.0
