objectid,length,type,type_id,hsa_code,nhsa_code,ndar_code,hgu_code,stream_nam,trib_nam,quadrangle,comment,st_lengthshape
1,1638.45869,NON-PERENNIAL,2,,81004000,81004001,1,Kapua Gl,,Hawi,,1638.36732555088
2,26.20987,NON-PERENNIAL,2,,81004000,81004001,1,Kapua Gl,,Hawi,,26.209328160443
3,1780.09764,NON-PERENNIAL,2,,81005000,81005001,1,Ohanaula Gl,,Hawi,,1780.04797978221
4,3953.55685,NON-PERENNIAL,2,,81002000,81002001,1,Lipoa Gl,,Hawi,,3953.38414850262
5,4938.44146,NON-PERENNIAL,2,,81091000,81091001,1,Upolu,,Hawi,,4938.11611210064
6,4972.07193,NON-PERENNIAL,2,,81001000,81001001,1,Hualua,,Hawi,,4971.77670060385
7,3460.57562,NON-PERENNIAL,2,,81004000,81004001,1,Kapua Gl,,Hawi,,3460.51377693834
8,49.04259,NON-PERENNIAL,2,,81004000,81004001,1,Kapua Gl,,Hawi,,49.0425566964098
9,441.66715,NON-PERENNIAL,2,,81004000,81004001,1,Kapua Gl,,Hawi,,441.666832006502
10,2615.54116,NON-PERENNIAL,2,8-5-94,85037000,85037001,5,Kukuipahu,,Mahukona,,2615.40205409141
11,1083.14051,NON-PERENNIAL,2,8-5-94,85036000,85036001,5,Kauilii,,Mahukona,,1083.11196297028
12,91.51072,NON-PERENNIAL,2,8-5-94,85036000,85036001,5,Kauilii,,Mahukona,,91.509456228699
13,1439.19932,NON-PERENNIAL,2,8-5-94,85036000,85036001,5,Kauilii,,Mahukona,,1439.15815561481
14,3005.46798,NON-PERENNIAL,2,8-5-94,85036000,85036002,5,Kauilii,Kauilii,Hawi,,3005.4008790642
15,2850.12708,NON-PERENNIAL,2,8-5-95,85035000,85035001,5,Mahukona,,Mahukona,,2850.07216909592
16,2930.26938,NON-PERENNIAL,2,8-5-95,85034000,85034001,5,Lapakahi,,Keawanui Bay,,2930.225467806
17,4851.52201,NON-PERENNIAL,2,8-5-95,85035000,85035002,5,Mahukona,Mahukona,Hawi,,4851.41632356335
18,1599.98912,NON-PERENNIAL,2,8-1-29,81092000,81092001,1,Nakookoo,,Honokane,,1599.91499813704
19,7994.09665,NON-PERENNIAL,2,8-5-96,85033000,85033001,5,Wawaionu,,Keawanui Bay,,7993.94761285562
20,5980.21703,NON-PERENNIAL,2,8-5-96,85032000,85032001,5,Kaupalaoa,,Keawanui Bay,,5980.1162986512
21,8279.9171,NON-PERENNIAL,2,8-5-96,85031000,85031001,5,Ahulua,,Keawanui Bay,,8279.77613358492
22,1127.11722,NON-PERENNIAL,2,8-1-37,81093000,81093001,1,Haweleau Gl,,Kukuihaele,,1127.08442794059
23,1109.51222,NON-PERENNIAL,2,8-1-42,81040000,81040001,1,Lonokiokio Gl,,Kukuihaele,,1109.47930319608
24,585.15759,NON-PERENNIAL,2,8-1-42,81041000,81041001,1,Kalaniwahine Gl,,Kukuihaele,,585.139709394773
25,4548.26121,NON-PERENNIAL,2,8-5-96,85030000,85030001,5,Makeahua,,Keawanui Bay,,4548.1868743994
26,644.96074,NON-PERENNIAL,2,8-1-44,81044000,81044075,1,Wailoa,Wailoa,Kukuihaele,,644.958805371629
27,9.00868,NON-PERENNIAL,2,8-1-44,81044000,81044076,1,Wailoa,Wailoa,Kukuihaele,,9.00868682202794
28,57.37202,NON-PERENNIAL,2,8-1-44,81044000,81044076,1,Wailoa,Wailoa,Kukuihaele,,57.3720361420426
29,5841.75458,NON-PERENNIAL,2,8-5-96,85029000,85029002,5,Keawanui,Puanui,Hawi,,5841.63869284284
30,1137.15096,NON-PERENNIAL,2,8-1-44,81044000,81044077,1,Wailoa,Waiamoa falls,Kukuihaele,,1137.14153848798
31,1865.95827,NON-PERENNIAL,2,8-1-42,81043000,81043001,1,,,Kukuihaele,,1865.9160371703
32,4804.22547,NON-PERENNIAL,2,8-5-96,85029000,85029001,5,Keawanui,,Keawanui Bay,,4804.16331956387
33,515.09073,NON-PERENNIAL,2,,81056000,81056001,1,Kawaiaholehole G,,Kukuihaele,,515.059461436424
34,144.2134,NON-PERENNIAL,2,,81056000,81056001,1,Kawaiaholehole G,,Kukuihaele,,144.205034115233
35,2773.7881,NON-PERENNIAL,2,8-1-44,81044000,81044078,1,Wailoa,Naalapa falls,Kukuihaele,,2773.7755163741
36,1084.15281,NON-PERENNIAL,2,8-5-96,85022000,85022003,5,Keawewai Gl,Palapalai Gl,Kawaihae,,1084.15157532982
37,1142.97696,NON-PERENNIAL,2,8-5-96,85021000,85021005,5,Keanahalululu Gl,Keanahalululu Gl,Kawaihae,,1142.97855503465
38,3136.46297,NON-PERENNIAL,2,,81048000,81048001,1,Waikoekoe Gl,,Kukuihaele,,3136.37411780519
39,1584.75543,NON-PERENNIAL,2,,81057000,81057001,1,Kawela Gl,,Honokaa,,1584.6188736872
40,679.72524,NON-PERENNIAL,2,8-5-97,85019000,85019008,5,Honokoa Gl,Honokoa Gl,Kamuela,,679.714103668438
41,1909.99061,NON-PERENNIAL,2,,81055000,81055001,1,Honokaia Gl,,Kukuihaele,,1909.84721470092
42,30.84114,NON-PERENNIAL,2,,81055000,81055001,1,Honokaia Gl,,Kukuihaele,,30.8389160611499
43,9501.87289,NON-PERENNIAL,2,8-5-96,85027000,85027001,5,Pohakuluaahulua,,Keawanui Bay,,9501.72850873267
44,1341.53065,NON-PERENNIAL,2,,81056000,81056001,1,Kawaiaholehole G,,Kukuihaele,,1341.43748777137
45,1561.82023,NON-PERENNIAL,2,8-5-97,85019000,85019009,5,Honokoa Gl,Waipahoehoe Gl,Kamuela,,1561.79600870198
46,2083.56555,NON-PERENNIAL,2,,81058000,81058001,1,Keaakaukau Gl,,Honokaa,,2083.39921698389
47,1223.4376,NON-PERENNIAL,2,8-5-97,85019000,85019007,5,Honokoa Gl,Waipahoehoe Gl,Kawaihae,,1223.43548303073
48,3090.32082,NON-PERENNIAL,2,8-5-96,85026000,85026001,5,Kalala,,Keawanui Bay,,3090.28541739949
49,2072.26628,NON-PERENNIAL,2,,81060000,81060001,1,Ahualoa Gl,,Honokaa,,2072.11334854229
50,43.00988,NON-PERENNIAL,2,,81060000,81060001,1,Ahualoa Gl,,Honokaa,,43.0072090371398
51,795.57409,NON-PERENNIAL,2,8-5-97,85019000,85019006,5,Honokoa Gl,Honokoa Gl,Kawaihae,,795.577366902798
52,17.77705,NON-PERENNIAL,2,8-5-97,85019000,85019006,5,Honokoa Gl,Honokoa Gl,Kawaihae,,17.7771104065101
53,548.15001,NON-PERENNIAL,2,8-5-97,85019000,85019012,5,Honokoa Gl,Honokoa Gl,Kamuela,,548.14570345839
54,1303.48444,NON-PERENNIAL,2,8-5-97,85019000,85019013,5,Honokoa Gl,Kilohana Gl,Kamuela,,1303.45762504345
55,1587.03129,NON-PERENNIAL,2,8-5-97,85019000,85019005,5,Honokoa Gl,Waipahoehoe Gl,Kawaihae,,1587.03794890257
56,680.55745,NON-PERENNIAL,2,8-5-97,85019000,85019006,5,Honokoa Gl,Honokoa Gl,Kawaihae,,680.56068723863
57,2784.35217,NON-PERENNIAL,2,,81059000,81059001,1,Kainapahoa Gl,,Honokaa,,2784.13703409902
58,670.45617,NON-PERENNIAL,2,8-5-97,85019000,85019004,5,Honokoa Gl,Waipahoehoe Gl,Kawaihae,,670.459748760062
59,2143.96599,NON-PERENNIAL,2,8-5-97,85019000,85019016,5,Honokoa Gl,Keawewai,Kawaihae,,2143.92824163227
60,8773.20847,NON-PERENNIAL,2,8-5-96,85022000,85022002,5,Keawewai Gl,Keawewai Gl,Kawaihae,,8773.15448788819
61,7484.53,NON-PERENNIAL,2,8-5-96,85022000,85022003,5,Keawewai Gl,Palapalai Gl,Kawaihae,,7484.48644530128
62,3225.81463,NON-PERENNIAL,2,8-5-96,85025000,85025001,5,Kapole Gl,,Kawaihae,,3225.78698739435
63,1877.38774,NON-PERENNIAL,2,,81063000,81063001,1,Ouli,,Honokaa,,1877.28354606602
64,37.5387,NON-PERENNIAL,2,,81063000,81063001,1,Ouli,,Honokaa,,37.5371451177583
65,6510.75885,NON-PERENNIAL,2,8-5-96,85021000,85021005,5,Keanahalululu Gl,Keanahalululu Gl,Kawaihae,,6510.75336725348
66,2247.9789,NON-PERENNIAL,2,,81055000,81055001,1,Honokaia Gl,,Kukuihaele,,2247.87083178112
67,167.67096,NON-PERENNIAL,2,,81063000,81063001,1,Ouli,,Honokaa,,167.657772304311
68,2205.7664,NON-PERENNIAL,2,8-5-96,85024000,85024001,5,Kamilo Gl,,Kawaihae,,2205.74616247486
69,2122.54507,NON-PERENNIAL,2,8-1-65,81064000,81064001,1,Kukuiaonanipahu,,Honokaa,,2122.38071724786
70,34.33202,NON-PERENNIAL,2,,81064000,81064001,1,Kukuiaonanipahu,,Honokaa,,34.3295261719371
71,1431.64211,NON-PERENNIAL,2,8-5-97,85019000,85019016,5,Honokoa Gl,Keawewai,Kawaihae,,1431.62642308936
72,1817.21626,NON-PERENNIAL,2,,81060000,81060001,1,Ahualoa Gl,,Honokaa,,1817.09768518884
73,1917.19831,NON-PERENNIAL,2,,81059000,81059003,1,Kainapahoa Gl,Kuilei Gl,Honokaa,,1917.09020593568
74,31.20237,NON-PERENNIAL,2,8-5-97,85019000,85019016,5,Honokoa Gl,Keawewai,Kawaihae,,31.2025997687596
75,12621.02537,NON-PERENNIAL,2,8-5-96,85023000,85023001,5,Pohakuloa Gl,,Kawaihae,,12620.9206765257
76,638.20766,NON-PERENNIAL,2,8-1-65,81064000,81064001,1,Kukuiaonanipahu,,Honokaa,,638.168114872647
77,2479.06651,NON-PERENNIAL,2,,81058000,81058001,1,Keaakaukau Gl,,Honokaa,,2478.92586875276
78,1279.48702,NON-PERENNIAL,2,8-5-97,85019000,85019016,5,Honokoa Gl,Keawewai,Kawaihae,,1279.49065810172
79,3055.93998,NON-PERENNIAL,2,8-5-97,85019000,85019011,5,Honokoa Gl,Kilohana Gl,Kawaihae,,3055.95445080448
80,1278.33911,NON-PERENNIAL,2,8-5-97,85019000,85019014,5,Honokoa Gl,Keawewai,Kawaihae,,1278.34873014531
81,1785.33061,NON-PERENNIAL,2,,81059000,81059002,1,Kainapahoa Gl,Kainapahoa Gl,Honokaa,,1785.23208029433
82,279.07194,NON-PERENNIAL,2,8-5-97,85019000,85019014,5,Honokoa Gl,Keawewai,Kawaihae,,279.074314521704
83,100.91682,NON-PERENNIAL,2,8-5-97,85019000,85019011,5,Honokoa Gl,Kilohana Gl,Kawaihae,,100.917609014297
84,334.57161,NON-PERENNIAL,2,8-1-65,81064000,81064001,1,Kukuiaonanipahu,,Honokaa,,334.552029846599
85,2978.73981,NON-PERENNIAL,2,,81056000,81056001,1,Kawaiaholehole G,,Kukuihaele,,2978.60040972695
86,1186.03781,NON-PERENNIAL,2,,81055000,81055005,1,Honokaia Gl,Honokaia Gl,Kukuihaele,,1185.99756100772
87,1321.50066,NON-PERENNIAL,2,8-5-97,85019000,85019015,5,Honokoa Gl,Honokoa Gl,Kawaihae,,1321.51096362793
88,3144.70433,NON-PERENNIAL,2,8-5-96,85022000,85022001,5,Keawewai Gl,,Kawaihae,,3144.68694598141
89,529.22235,NON-PERENNIAL,2,,81055000,81055005,1,Honokaia Gl,Honokaia Gl,Kukuihaele,,529.20986703925
90,4428.17844,NON-PERENNIAL,2,8-5-97,85019000,85019004,5,Honokoa Gl,Waipahoehoe Gl,Kawaihae,,4428.20258561837
91,4088.66585,NON-PERENNIAL,2,8-5-97,85019000,85019010,5,Honokoa Gl,Keawewai,Kawaihae,,4088.68795896903
92,1722.52081,NON-PERENNIAL,2,,81055000,81055002,1,Honokaia Gl,Honokaia Gl,Kukuihaele,,1722.47165759793
93,950.36985,NON-PERENNIAL,2,8-1-71,81072000,81072001,1,Kaunamano Gl,,Honokaa,,950.312075431641
94,4248.80701,NON-PERENNIAL,2,8-5-96,85021000,85021005,5,Keanahalululu Gl,Keanahalululu Gl,Kawaihae,,4248.78313217858
95,3673.44643,NON-PERENNIAL,2,8-5-96,85021000,85021004,5,Keanahalululu Gl,Keanahalululu Gl,Kawaihae,,3673.4097482779
96,69.21957,NON-PERENNIAL,2,8-1-71,81072000,81072001,1,Kaunamano Gl,,Honokaa,,69.2154909627142
97,1546.32098,NON-PERENNIAL,2,,81059000,81059005,1,Kainapahoa Gl,Kainapahoa Gl,Kukuihaele,,1546.2742207009
98,1084.86547,NON-PERENNIAL,2,8-5-96,85021000,85021002,5,Keanahalululu Gl,Keanahalululu Gl,Kawaihae,,1084.86636141203
99,286.90431,NON-PERENNIAL,2,8-5-96,85021000,85021003,5,Keanahalululu Gl,Keanahalululu Gl,Kawaihae,,286.900375679114
100,308.53188,NON-PERENNIAL,2,8-5-96,85021000,85021001,5,Keanahalululu Gl,,Kawaihae,,308.531098785778
101,6139.26744,NON-PERENNIAL,2,8-5-97,85019000,85019002,5,Honokoa Gl,Honokoa Gl,Kawaihae,,6139.30323213726
102,1278.54551,NON-PERENNIAL,2,8-5-97,85019000,85019003,5,Honokoa Gl,Honokoa Gl,Kawaihae,,1278.55343611022
103,785.82461,NON-PERENNIAL,2,,81055000,81055003,1,Honokaia Gl,Honokaia Gl,Kukuihaele,,785.804828181374
104,1212.01548,NON-PERENNIAL,2,,81055000,81055005,1,Honokaia Gl,Honokaia Gl,Kukuihaele,,1211.98954976729
105,626.35763,NON-PERENNIAL,2,8-1-71,81072000,81072001,1,Kaunamano Gl,,Honokaa,,626.324951309095
106,1533.54283,NON-PERENNIAL,2,8-1-73,81074000,81074001,1,Kemau,,Honokaa,,1533.43997175812
107,923.40285,NON-PERENNIAL,2,8-1-44,81044000,81044079,1,Wailoa,Wailoa,Kamuela,,923.398509052225
108,4700.1942,NON-PERENNIAL,2,8-5-96,85020000,85020001,5,Kaiopae Gl,,Kawaihae,,4700.17607609533
109,830.09809,NON-PERENNIAL,2,,81059000,81059006,1,Kainapahoa Gl,Kainapahoa Gl,Kukuihaele,,830.076915283247
110,2175.8132,NON-PERENNIAL,2,,81075000,81075001,1,Pohakuhaku Gl,,Honokaa,,2175.66603331086
111,3238.18489,NON-PERENNIAL,2,,81059000,81059004,1,Kainapahoa Gl,Kuilei Gl,Kukuihaele,,3238.0730053968
112,31.00284,NON-PERENNIAL,2,,81075000,81075001,1,Pohakuhaku Gl,,Honokaa,,31.0010914175791
113,2002.33495,NON-PERENNIAL,2,8-5-03,85003000,85003009,5,Waiulaula,Waikoloa,Kamuela,,2002.32240114755
114,3462.58587,NON-PERENNIAL,2,8-5-97,85019000,85019001,5,Honokoa Gl,,Kawaihae,,3462.5729300867
115,3173.92348,NON-PERENNIAL,2,,81055000,81055004,1,Honokaia Gl,Honokaia Gl,Kukuihaele,,3173.84843855593
116,575.94688,NON-PERENNIAL,2,,81075000,81075001,1,Pohakuhaku Gl,,Honokaa,,575.916328678186
117,1958.17676,NON-PERENNIAL,2,,81055000,81055006,1,Honokaia Gl,Honokaia Gl,Kukuihaele,,1958.14036933226
118,6773.54287,NON-PERENNIAL,2,8-5-97,85018000,85018001,5,Puu Kamalii,,Kawaihae,,6773.54945642055
119,2371.15523,NON-PERENNIAL,2,,81059000,81059007,1,Kainapahoa Gl,Kainapahoa Gl,Kukuihaele,,2371.08483639479
120,298.9339,NON-PERENNIAL,2,,81075000,81075001,1,Pohakuhaku Gl,,Honokaa,,298.917880503415
121,4187.27198,NON-PERENNIAL,2,,81060000,81060001,1,Ahualoa Gl,,Honokaa,,4187.11952410421
122,266.28467,NON-PERENNIAL,2,,81084000,81084001,1,Kaawikiwiki Gl,,Kukaiau,,266.263726148174
123,7922.81429,NON-PERENNIAL,2,8-5-97,85017000,85017009,5,Kawaihae,Kawaihae,Kawaihae,,7922.80009131971
124,674.10468,NON-PERENNIAL,2,,81083000,81083001,1,Lauhala Gl,,Kukaiau,,674.051934901708
125,4408.40013,NON-PERENNIAL,2,8-5-97,85017000,85017015,5,Kawaihae,Luahine Gl,Kawaihae,,4408.37723182312
126,1263.23985,NON-PERENNIAL,2,8-5-97,85017000,85017014,5,Kawaihae,Kawaihae,Kawaihae,,1263.25087362072
127,470.27154,NON-PERENNIAL,2,,81084000,81084003,1,Kaawikiwiki Gl,Kaawikiwiki Gl,Kukaiau,,470.236740838336
128,380.68045,NON-PERENNIAL,2,,81083000,81083005,1,Lauhala Gl,Puumaile Gl,Kukaiau,,380.655648148713
129,90.92643,NON-PERENNIAL,2,,81083000,81083007,1,Lauhala Gl,Mohuna Gl,Kukaiau,,90.9231789959564
130,4797.90404,NON-PERENNIAL,2,8-5-97,85017000,85017004,5,Kawaihae,Palliihae,Kawaihae,,4797.93472837079
131,5095.59104,NON-PERENNIAL,2,8-5-97,85017000,85017003,5,Kawaihae,Makahuna Gl,Kawaihae,,5095.62482380719
132,705.16763,NON-PERENNIAL,2,8-5-97,85017000,85017002,5,Kawaihae,Kawaihae,Kawaihae,,705.166236897209
133,729.95227,NON-PERENNIAL,2,,81084000,81084004,1,Kaawikiwiki Gl,Opeala Gl,Kukaiau,,729.897137116518
134,1037.08572,NON-PERENNIAL,2,8-5-97,85017000,85017005,5,Kawaihae,Kawaihae,Kawaihae,,1037.08543526524
135,4069.44429,NON-PERENNIAL,2,8-5-97,85017000,85017006,5,Kawaihae,Kawaihae,Kawaihae,,4069.45843087935
136,2054.3429,NON-PERENNIAL,2,8-5-97,85017000,85017013,5,Kawaihae,Luahine Gl,Kawaihae,,2054.36179297932
137,4548.55737,NON-PERENNIAL,2,8-5-97,85017000,85017008,5,Kawaihae,Kawaihae,Kawaihae,,4548.58699076169
138,1072.38177,NON-PERENNIAL,2,,81083000,81083006,1,Lauhala Gl,Puumaile Gl,Kukaiau,,1072.31083453221
139,6471.25904,NON-PERENNIAL,2,8-5-97,85017000,85017017,5,Kawaihae,Waiakamali Gl,Kawaihae,,6471.24499215574
140,7689.39366,NON-PERENNIAL,2,8-5-97,85017000,85017011,5,Kawaihae,Kawaihae,Kawaihae,,7689.39446596172
141,2330.00427,NON-PERENNIAL,2,8-5-97,85017000,85017010,5,Kawaihae,Makeahua Gl,Kawaihae,,2330.01423242068
142,2009.69361,NON-PERENNIAL,2,8-5-97,85017000,85017007,5,Kawaihae,Makeahua Gl,Kawaihae,,2009.69421949553
143,83.55772,NON-PERENNIAL,2,,85017000,85017012,5,Kawaihae,Kawaihae,Kawaihae,,83.5578996047059
144,708.70582,NON-PERENNIAL,2,8-5-97,85017000,85017013,5,Kawaihae,Luahine Gl,Kawaihae,,708.709938383894
145,1385.10002,NON-PERENNIAL,2,,81083000,81083008,1,Lauhala Gl,Mohuna Gl,Kukaiau,,1385.01952732964
146,1305.92144,NON-PERENNIAL,2,,81087000,81087001,1,Keehia Gl,,Kukaiau,,1305.8315592055
147,8036.34702,NON-PERENNIAL,2,8-5-97,85017000,85017018,5,Kawaihae,Umipoho Gl,Kawaihae,,8036.32839519556
148,1465.31262,NON-PERENNIAL,2,8-5-97,85017000,85017016,5,Kawaihae,Makeahua Gl,Kawaihae,,1465.31963304742
149,116.53525,NON-PERENNIAL,2,,81087000,81087001,1,Keehia Gl,,Kukaiau,,116.528863636131
150,4976.68251,NON-PERENNIAL,2,8-5-97,85016000,85016002,5,Kukui,Pauahi Gl,Kamuela,,4976.67853582478
151,1257.91124,NON-PERENNIAL,2,8-5-97,85016000,85016002,5,Kukui,Pauahi Gl,Kamuela,,1257.89689778023
152,2054.19727,NON-PERENNIAL,2,,81083000,81083009,1,Lauhala Gl,Kalapawale Gl,Kukaiau,,2054.08235008837
153,2173.13307,NON-PERENNIAL,2,,81094000,81094001,1,Maonakomalie,,Kukaiau,,2173.00538180845
154,4112.93976,NON-PERENNIAL,2,,81059000,81059007,1,Kainapahoa Gl,Kainapahoa Gl,Kukuihaele,,4112.87589850394
155,3094.17594,NON-PERENNIAL,2,,81084000,81084002,1,Kaawikiwiki Gl,Kekualele Gl,Kukaiau,,3093.98791094268
156,6245.77291,NON-PERENNIAL,2,8-5-97,85016000,85016001,5,Kukui,,Kawaihae,,6245.77585630813
157,1845.42928,NON-PERENNIAL,2,,81084000,81084004,1,Kaawikiwiki Gl,Opeala Gl,Kukaiau,,1845.33289514015
158,74.82084,NON-PERENNIAL,2,,81084000,81084002,1,Kaawikiwiki Gl,Kekualele Gl,Kukaiau,,74.8172445105171
159,3883.39826,NON-PERENNIAL,2,,81060000,81060001,1,Ahualoa Gl,,Honokaa,,3883.33408443471
160,1620.55017,NON-PERENNIAL,2,,81083000,81083006,1,Lauhala Gl,Puumaile Gl,Kukaiau,,1620.46834087073
161,958.80162,NON-PERENNIAL,2,8-2-01,82066000,82066001,2,Kalehua Gl,,Kukaiau,,958.724955165542
162,1658.73583,NON-PERENNIAL,2,,81087000,81087001,1,Keehia Gl,,Kukaiau,,1658.6427963615
163,2378.33632,NON-PERENNIAL,2,8-1-90,81095000,81095001,1,Alaialoa Gl,,Kukaiau,,2378.1846472629
164,3507.32108,NON-PERENNIAL,2,,81084000,81084005,1,Kaawikiwiki Gl,Kaawikiwiki Gl,Kukaiau,,3507.12737493344
165,638.03336,NON-PERENNIAL,2,,81087000,81087001,1,Keehia Gl,,Kukaiau,,638.002891708329
166,4057.88547,NON-PERENNIAL,2,,81083000,81083002,1,Lauhala Gl,Lauhala Gl,Kukaiau,,4057.66750119674
167,1122.36671,NON-PERENNIAL,2,,81084000,81084002,1,Kaawikiwiki Gl,Kekualele Gl,Kukaiau,,1122.31345674909
168,1930.7306,NON-PERENNIAL,2,,81083000,81083002,1,Lauhala Gl,Lauhala Gl,Kukaiau,,1930.67429225605
169,1318.24171,NON-PERENNIAL,2,8-2-05,82067000,82067001,2,Pualaea,,Papaaloa,,1318.18372700421
170,984.35744,NON-PERENNIAL,2,,81083000,81083003,1,Lauhala Gl,Lauhala Gl,Keanakolu,,984.329208012085
171,1053.50094,NON-PERENNIAL,2,,81083000,81083004,1,Lauhala Gl,Kapoholimuele Gl,Keanakolu,,1053.47376247007
172,2523.84195,NON-PERENNIAL,2,8-5-98,85011000,85011003,5,Kamakoa Gl,Kamakoa Gl,Nohonaohae,,2523.82417443684
173,6170.40932,NON-PERENNIAL,2,8-5-98,85013000,85013001,5,Hapuna,,Puu Hinai,,6170.35276931339
174,7484.12677,NON-PERENNIAL,2,8-5-98,85013000,85013001,5,Hapuna,,Puu Hinai,,7484.12653350342
175,1987.31583,NON-PERENNIAL,2,8-5-98,85011000,85011035,5,Holoholoku,Kamakoa Gl,Nohonaohae,,1987.30243528889
176,227.29737,NON-PERENNIAL,2,8-2-12,82068000,82068001,2,Weloka,,Papaaloa,,227.291757861438
177,3158.24431,NON-PERENNIAL,2,8-5-03,85001000,85001005,5,Haloa,Puuulaula,Makahalau,,3158.20868204456
178,6015.47317,NON-PERENNIAL,2,8-5-98,85012000,85012001,5,Waialea,,Puu Hinai,,6015.45699844617
179,12737.5447,NON-PERENNIAL,2,,81055000,81055007,1,Honokaia Gl,Honokaia Gl,Kukuihaele,,12737.4189687717
180,3512.68931,NON-PERENNIAL,2,8-5-98,85011000,85011004,5,Kamakoa Gl,Kamakoa Gl,Nohonaohae,,3512.67106278303
181,229.75068,NON-PERENNIAL,2,,85011000,85011001,5,Kamakoa Gl,,Puu Hinai,,229.748140885994
182,1059.5715,NON-PERENNIAL,2,,81055000,81055007,1,Honokaia Gl,Honokaia Gl,Kukuihaele,,1059.56011530802
183,5879.40688,NON-PERENNIAL,2,,85001000,85001002,1,Haloa,Kuupahaa Gl,Makahalau,,5879.33022105256
184,847.01012,NON-PERENNIAL,2,8-5-98,85011000,85011001,5,Kamakoa Gl,,Puu Hinai,,846.999964686608
185,2288.68742,NON-PERENNIAL,2,8-2-12,82068000,82068001,2,Weloka,,Papaaloa,,2288.60576846669
186,9316.03051,NON-PERENNIAL,2,8-5-98,85011000,85011002,5,Kamakoa Gl,Kamakoa Gl,Puu Hinai,,9315.95472268059
187,6366.86099,NON-PERENNIAL,2,8-5-98,85011000,85011001,5,Kamakoa Gl,,Puu Hinai,,6366.85000627513
188,4481.29943,NON-PERENNIAL,2,8-5-98,85011000,85011026,5,Kamakoa Gl,Kemole Gl,Nohonaohae,,4481.27739384005
189,1646.76981,NON-PERENNIAL,2,8-2-14,82015000,82015001,2,Kaihuiki,,Papaaloa,,1646.68793122444
190,4002.92307,NON-PERENNIAL,2,8-5-98,85011000,85011014,5,Kamakoa Gl,Kamakoa Gl,Nohonaohae,,4002.89682417288
191,2927.60335,NON-PERENNIAL,2,8-5-98,85011000,85011027,5,Kamakoa Gl,Kamakoa Gl,Nohonaohae,,2927.59075894841
192,3957.98334,NON-PERENNIAL,2,8-5-98,85011000,85011008,5,Kamakoa Gl,Kamakoa Gl,Nohonaohae,,3957.93309956225
193,376.00577,NON-PERENNIAL,2,8-5-98,85011000,85011006,5,Kamakoa Gl,Kamakoa Gl,Nohonaohae,,376.002491575461
194,4470.31905,NON-PERENNIAL,2,8-5-98,85011000,85011005,5,Kamakoa Gl,Kamakoa Gl,Puu Hinai,,4470.30212206058
195,353.29621,NON-PERENNIAL,2,8-5-98,85011000,85011007,5,Kamakoa Gl,Kamakoa Gl,Nohonaohae,,353.293007860744
196,2370.36072,NON-PERENNIAL,2,8-5-98,85006000,85006001,5,Auwaiakekua Gl,,Puu Hinai,,2370.36502141551
197,6212.96369,NON-PERENNIAL,2,8-5-98,85006000,85006032,5,Auwaiakekua Gl,Auwaiakekua Gl,Puu Hinai,,6212.96347859997
198,3057.23965,NON-PERENNIAL,2,8-5-98,85011000,85011028,5,Kamakoa Gl,Kemole Gl,Nohonaohae,,3057.19537900954
199,0.532,NON-PERENNIAL,2,,85011000,85011028,5,Kamakoa Gl,Kamakoa Gl,Nohonaohae,,0.53195573127226
200,0.532,NON-PERENNIAL,2,,85011000,85011028,5,Kamakoa Gl,Kamakoa Gl,Nohonaohae,,0.53195573127226
201,5193.35318,NON-PERENNIAL,2,8-5-98,85011000,85011009,5,Kamakoa Gl,Kamakoa Gl,Nohonaohae,,5193.32032931525
202,2343.78478,NON-PERENNIAL,2,8-2-23,82069000,82069001,2,Haiku Iki,,Papaaloa,,2343.69536420066
203,383.188,NON-PERENNIAL,2,8-5-98,85011000,85011011,5,Kamakoa Gl,Kamakoa Gl,Nohonaohae,,383.183317140755
204,902.81644,NON-PERENNIAL,2,8-5-98,85011000,85011021,5,Kamakoa Gl,Kamakoa Gl,Nohonaohae,,902.813321381006
205,5664.44264,NON-PERENNIAL,2,8-5-98,85011000,85011015,5,Kamakoa Gl,Kamakoa Gl,Nohonaohae,,5664.38720284861
206,538.18183,NON-PERENNIAL,2,8-5-98,85011000,85011016,5,Kamakoa Gl,Kamakoa Gl,Nohonaohae,,538.173140181314
207,8590.02507,NON-PERENNIAL,2,,81051000,81051010,1,Waikoloa,Puuhuluhulu Gl,Makahalau,,8589.94450485182
208,6907.58881,NON-PERENNIAL,2,,81083000,81083004,1,Lauhala Gl,Kapoholimuele Gl,Keanakolu,,6907.47751513159
209,2836.20598,NON-PERENNIAL,2,8-5-98,85011000,85011028,5,Kamakoa Gl,Kemole Gl,Nohonaohae,,2836.16952804245
210,1183.82678,NON-PERENNIAL,2,,81051000,81051012,1,Waikoloa,Puuhuluhulu Gl,Makahalau,,1183.81684648286
211,348.11585,NON-PERENNIAL,2,,81051000,81051013,1,Waikoloa,Waikoloa,Makahalau,,348.111251350327
212,1159.32086,NON-PERENNIAL,2,8-2-29,82070000,82070001,2,Lepoloa,,Papaaloa,,1159.27967656061
213,4269.42818,NON-PERENNIAL,2,8-5-98,85005000,85005001,5,Pauoa,,Puu Hinai,,4269.43814018634
214,1803.82496,NON-PERENNIAL,2,8-5-98,85011000,85011032,5,Kamakoa Gl,Kamakoa Gl,Makahalau,,1803.79149712547
