objectid,length,type,type_id,hsa_code,nhsa_code,ndar_code,hgu_code,stream_nam,trib_nam,quadrangle,comment,st_lengthshape
5984,1266.36716,PERENNIAL,1,2-2-01,22001000,22001003,2,Anahola,Anahola,Anahola,,1265.91789400746
5985,329.52584,PERENNIAL,1,2-1-15,21015000,21015078,1,Lumahai R,Lumahai R,Hanalei,,329.299315240463
5986,948.7029,PERENNIAL,1,2-2-04,22004000,22004056,2,Kapaa,Kealia,Anahola,,948.344830162797
5987,787.71381,PERENNIAL,1,2-1-19,21019000,21019050,1,Hanalei R,Hanalei R,Hanalei,,787.370479362378
5988,365.42249,PERENNIAL,1,2-2-01,22001000,22001005,2,Anahola,Anahola,Anahola,,365.085514797933
5989,379.32837,PERENNIAL,1,2-4-04,24004000,24004356,4,Waimea R,Kauaikinana,Haena,,379.321961326529
5990,1445.78495,PERENNIAL,1,2-1-25,21025000,21025050,1,Kalihiwai R,Kaumoku,Hanalei,,1444.82719721347
5991,1024.88029,PERENNIAL,1,2-1-18,21018000,21018031,1,Waioli,Waioli,Hanalei,,1024.38879728015
5992,3133.15441,PERENNIAL,1,2-5-15,25015000,25015011,5,Milolii,Kuia Va,Makaha Point,,3132.85631837747
5993,1718.72307,PERENNIAL,1,2-2-01,22001000,22001001,2,Anahola,,Anahola,,1717.72248851536
5994,370.333,PERENNIAL,1,2-1-15,21015000,21015086,1,Lumahai R,Lumahai R,Hanalei,,370.245879491916
5995,648.79604,PERENNIAL,1,2-1-19,21019000,21019052,1,Hanalei R,Hanalei R,Hanalei,,648.709722557691
5996,507.06906,PERENNIAL,1,2-2-04,22004000,22004054,2,Kapaa,Kealia,Anahola,,506.663056871905
5997,514.77081,PERENNIAL,1,2-2-04,22004000,22004055,2,Kapaa,Kealia,Anahola,,514.391803399611
5998,698.6215,PERENNIAL,1,2-1-14,21014000,21014138,1,Wainiha R,Wainiha R,Haena,,698.462123552641
5999,865.79937,PERENNIAL,1,2-1-14,21014000,21014142,1,Wainiha R,Wainiha R,Haena,,865.556651694832
6000,424.8268,PERENNIAL,1,2-1-14,21014000,21014141,1,Wainiha R,Wainiha R,Haena,,424.73110337629
6001,1328.33744,PERENNIAL,1,2-1-15,21015000,21015077,1,Lumahai R,Lumahai R,Hanalei,,1328.08554315482
6002,909.51421,PERENNIAL,1,2-2-04,22004000,22004057,2,Kapaa,Kealia,Anahola,,909.098899747954
6003,40.11337,PERENNIAL,1,2-1-14,21014000,21014143,1,Wainiha R,Wainiha R,Haena,,40.1034672016418
6004,2258.73442,PERENNIAL,1,2-2-01,22001000,22001013,2,Anahola,Anahola,Anahola,,2257.31930505826
6005,683.26123,PERENNIAL,1,2-2-01,22001000,22001065,2,Anahola,Anahola,Anahola,,682.872075886315
6006,1011.24912,PERENNIAL,1,2-2-04,22004000,22004058,2,Kapaa,Kealia,Anahola,,1010.88138975174
6007,577.70478,PERENNIAL,1,2-1-19,21019000,21019054,1,Hanalei R,Hanalei R,Hanalei,,577.381205267191
6008,179.88806,PERENNIAL,1,2-1-15,21015000,21015080,1,Lumahai R,Lumahai R,Hanalei,,179.828344319786
6009,1559.56694,PERENNIAL,1,2-1-15,21015000,21015081,1,Lumahai R,Lumahai R,Hanalei,,1559.17357967266
6010,637.10202,PERENNIAL,1,2-1-15,21015000,21015087,1,Lumahai R,Lumahai R,Hanalei,,636.744982348791
6011,1529.05717,PERENNIAL,1,2-1-25,21025000,21025049,1,Kalihiwai R,Kaumoku,Hanalei,,1528.4952990593
6012,18.85515,PERENNIAL,1,2-2-04,22004000,22004051,2,Kapaa,Kealia,Anahola,,18.8557441360181
6013,445.09048,PERENNIAL,1,2-1-15,21015000,21015086,1,Lumahai R,Lumahai R,Hanalei,,445.000661543776
6014,283.46395,PERENNIAL,1,2-2-04,22004000,22004053,2,Kapaa,Kealia,Anahola,,283.383311518806
6015,184.67834,PERENNIAL,1,2-4-04,24004000,24004399,4,Waimea R,Kawaikoi,Haena,,184.596163049565
6016,731.56866,PERENNIAL,1,2-4-04,24004000,24004398,4,Waimea R,Kawaikoi,Haena,,731.337717301281
6017,310.36652,PERENNIAL,1,2-2-04,22004000,22004051,2,Kapaa,Kealia,Anahola,,310.216028592574
6018,393.89188,PERENNIAL,1,2-1-19,21019000,21019051,1,Hanalei R,Hanalei R,Hanalei,,393.842982999046
6019,602.35461,PERENNIAL,1,2-1-14,21014000,21014137,1,Wainiha R,Wainiha R,Haena,,602.034820390362
6020,1487.31654,PERENNIAL,1,2-5-15,25015000,25015008,5,Milolii,Mahanaloa Va,Makaha Point,,1487.24730658217
6021,1749.55178,PERENNIAL,1,2-4-04,24004000,24004359,4,Waimea R,Kauaikinana,Haena,,1749.07924041636
6022,1425.98501,PERENNIAL,1,2-4-04,24004000,24004358,4,Waimea R,Kauaikinana,Haena,,1425.5419733135
6023,1008.40576,PERENNIAL,1,2-1-19,21019000,21019051,1,Hanalei R,Hanalei R,Hanalei,,1008.0648761186
6024,193.99612,PERENNIAL,1,2-1-14,21014000,21014145,1,Wainiha R,Wainiha R,Haena,,193.936208498341
6025,780.78709,PERENNIAL,1,2-2-04,22004000,22004052,2,Kapaa,Kealia,Anahola,,780.534019013875
6026,387.44995,PERENNIAL,1,2-1-19,21019000,21019059,1,Hanalei R,Kaapahu,Hanalei,,387.301138314224
6027,662.66925,PERENNIAL,1,2-1-19,21019000,21019058,1,Hanalei R,Kaapahu,Hanalei,,662.187387726998
6028,219.7134,PERENNIAL,1,2-1-19,21019000,21019057,1,Hanalei R,Kaapahu,Hanalei,,219.715435920724
6029,656.3817,PERENNIAL,1,2-4-04,24004000,24004356,4,Waimea R,Kauaikinana,Haena,,656.301405209469
6030,30.28779,PERENNIAL,1,2-4-04,24004000,24004356,4,Waimea R,Kauaikinana,Haena,,30.2877915524039
6031,193.1192,PERENNIAL,1,2-1-15,21015000,21015082,1,Lumahai R,Lumahai R,Hanalei,,193.066545106749
6032,70.31412,PERENNIAL,1,2-4-04,24004000,24004357,4,Waimea R,Kauaikinana,Haena,,70.2930169168041
6033,7.33959,PERENNIAL,1,2-4-04,24004000,24004356,4,Waimea R,Kauaikinana,Haena,,7.33874960287912
6034,1059.71657,PERENNIAL,1,2-4-04,24004000,24004377,4,Waimea R,Kawaikoi,Haena,,1059.39399618748
6035,1067.18048,PERENNIAL,1,2-4-04,24004000,24004376,4,Waimea R,Kawaikoi,Haena,,1066.77762633196
6036,2561.92893,PERENNIAL,1,2-4-04,24004000,24004407,4,Waimea R,Kawaikoi,Haena,,2561.02114991453
6037,892.94603,PERENNIAL,1,2-2-01,22001000,22001009,2,Anahola,Anahola,Anahola,,892.401491139807
6038,870.5,PERENNIAL,1,2-2-01,22001000,22001064,2,Anahola,Anahola,Anahola,,869.927684627895
6039,973.33153,PERENNIAL,1,2-1-15,21015000,21015079,1,Lumahai R,Lumahai R,Hanalei,,973.06857134155
6040,264.19706,PERENNIAL,1,2-1-19,21019000,21019062,1,Hanalei R,Hanalei R,Hanalei,,264.043589066388
6041,1076.50786,PERENNIAL,1,2-1-19,21019000,21019055,1,Hanalei R,Kaapahu,Hanalei,,1076.26581084708
6042,615.91247,PERENNIAL,1,2-1-25,21025000,21025054,1,Kalihiwai R,Kalihiwai R,Hanalei,,615.597091242199
6043,122.69622,PERENNIAL,1,2-1-15,21015000,21015084,1,Lumahai R,Lumahai R,Hanalei,,122.647301147439
6044,1876.75039,PERENNIAL,1,2-2-04,22004000,22004082,2,Kapaa,Kealia,Anahola,,1876.05505915889
6045,1012.89589,PERENNIAL,1,2-1-15,21015000,21015085,1,Lumahai R,Lumahai R,Hanalei,,1012.73443704612
6046,674.72498,PERENNIAL,1,2-4-04,24004000,24004400,4,Waimea R,Kawaikoi,Haena,,674.639438783375
6047,1966.34139,PERENNIAL,1,2-5-15,25015000,25015010,5,Milolii,Kuia Va,Makaha Point,,1966.22671554318
6048,341.64583,PERENNIAL,1,2-2-04,22004000,22004083,2,Kapaa,Kealia,Anahola,,341.585582389303
6049,506.41743,PERENNIAL,1,2-1-15,21015000,21015079,1,Lumahai R,Lumahai R,Hanalei,,506.377956724057
6050,861.02945,PERENNIAL,1,2-1-25,21025000,21025051,1,Kalihiwai R,Kaumoku,Hanalei,,860.800828481147
6051,3211.87004,PERENNIAL,1,2-2-01,22001000,22001002,2,Anahola,Kaalula,Anahola,,3209.9133918822
6052,4541.19043,PERENNIAL,1,2-2-01,22001000,22001014,2,Anahola,Anahola,Anahola,,4538.82266016323
6053,231.89133,PERENNIAL,1,2-1-14,21014000,21014149,1,Wainiha R,Wainiha R,Haena,,231.798550078845
6054,868.41761,PERENNIAL,1,2-1-14,21014000,21014150,1,Wainiha R,Wainiha R,Haena,,868.114424095249
6055,381.16561,PERENNIAL,1,2-1-15,21015000,21015095,1,Lumahai R,Lumahai R,Hanalei,,381.019319317042
6056,832.44471,PERENNIAL,1,2-1-14,21014000,21014144,1,Wainiha R,Wainiha R,Haena,,832.180540874429
6057,403.62193,PERENNIAL,1,2-2-04,22004000,22004078,2,Kapaa,Kealia,Anahola,,403.599536911461
6058,524.68585,PERENNIAL,1,2-4-04,24004000,24004367,4,Waimea R,Waiakoali,Haena,,524.489025332848
6059,327.24628,PERENNIAL,1,2-4-04,24004000,24004375,4,Waimea R,Kawaikoi,Haena,,327.104062762002
6060,1174.64896,PERENNIAL,1,2-1-14,21014000,21014140,1,Wainiha R,Wainiha R,Haena,,1174.10102215151
6061,854.40127,PERENNIAL,1,2-2-01,22001000,22001002,2,Anahola,Kaalula,Anahola,,853.920691992102
6062,563.59709,PERENNIAL,1,2-1-25,21025000,21025053,1,Kalihiwai R,Kaumoku,Hanalei,,563.564578219646
6063,520.88274,PERENNIAL,1,2-1-14,21014000,21014146,1,Wainiha R,Wainiha R,Haena,,520.670097758321
6064,47.69084,PERENNIAL,1,2-4-04,24004000,24004375,4,Waimea R,Kawaikoi,Haena,,47.6799876546004
6065,316.53492,PERENNIAL,1,2-2-04,22004000,22004076,2,Kapaa,Kealia,Anahola,,316.498273073876
6066,288.79582,PERENNIAL,1,2-2-01,22001000,22001002,2,Anahola,Kaalula,Anahola,,288.687142471081
6067,1434.06775,PERENNIAL,1,2-2-04,22004000,22004084,2,Kapaa,Kealia,Anahola,,1433.71224768208
6068,972.56883,PERENNIAL,1,2-1-25,21025000,21025045,1,Kalihiwai R,Kalihiwai R,Hanalei,,971.878531496711
6069,438.69271,PERENNIAL,1,2-2-04,22004000,22004074,2,Kapaa,Kealia,Anahola,,438.66143760485
6070,337.07322,PERENNIAL,1,2-1-15,21015000,21015088,1,Lumahai R,Lumahai R,Hanalei,,336.930545025097
6071,2743.68335,PERENNIAL,1,2-5-15,25015000,25015002,5,Milolii,Paaiki Va,Makaha Point,,2743.55659331269
6072,1423.77957,PERENNIAL,1,2-4-04,24004000,24004305,4,Waimea R,Elekeninui,Haena,,1423.22409411015
6073,866.0902,PERENNIAL,1,2-4-04,24004000,24004304,4,Waimea R,Elekeniiki,Haena,,865.730001193347
6074,564.05068,PERENNIAL,1,2-1-25,21025000,21025056,1,Kalihiwai R,Kalihiwai R,Hanalei,,563.697413096254
6075,440.93161,PERENNIAL,1,2-1-14,21014000,21014148,1,Wainiha R,Wainiha R,Haena,,440.851887111802
6076,2255.30283,PERENNIAL,1,2-5-15,25015000,25015008,5,Milolii,Mahanaloa Va,Makaha Point,,2255.26769203627
6077,1477.69027,PERENNIAL,1,2-1-15,21015000,21015083,1,Lumahai R,Lumahai R,Hanalei,,1477.40304843421
6078,811.46391,PERENNIAL,1,2-4-04,24004000,24004373,4,Waimea R,Waiakoali,Haena,,811.246796479968
6079,609.79279,PERENNIAL,1,2-1-19,21019000,21019065,1,Hanalei R,Hanalei R,Hanalei,,609.746259368791
6080,653.03843,PERENNIAL,1,2-4-04,24004000,24004355,4,Waimea R,Kauaikinana,Haena,,652.804970219157
6081,74.92159,PERENNIAL,1,2-1-19,21019000,21019071,1,Hanalei R,Hanalei R,Hanalei,,74.9232993114529
6082,182.75389,PERENNIAL,1,2-1-15,21015000,21015090,1,Lumahai R,Lumahai R,Hanalei,,182.710522990962
6083,400.4257,PERENNIAL,1,2-1-19,21019000,21019072,1,Hanalei R,Hanalei R,Hanalei,,400.395802479033
6084,479.31669,PERENNIAL,1,2-4-04,24004000,24004369,4,Waimea R,Waiakoali,Haena,,479.086826320481
6085,222.16632,PERENNIAL,1,2-4-04,24004000,24004303,4,Waimea R,Elekeninui,Haena,,222.114579970983
6086,793.99276,PERENNIAL,1,2-4-04,24004000,24004302,4,Waimea R,Noe,Haena,,793.715882320558
6087,1152.47938,PERENNIAL,1,2-4-04,24004000,24004407,4,Waimea R,Kawaikoi,Haena,,1152.20478530764
6088,1149.57736,PERENNIAL,1,2-4-04,24004000,24004354,4,Waimea R,Kauaikinana,Haena,,1149.35270734731
6089,388.91062,PERENNIAL,1,2-1-19,21019000,21019067,1,Hanalei R,Hanalei R,Hanalei,,388.854793642306
6090,1015.86018,PERENNIAL,1,2-1-19,21019000,21019069,1,Hanalei R,Hanalei R,Hanalei,,1015.85615265361
6091,416.89409,PERENNIAL,1,2-1-14,21014000,21014147,1,Wainiha R,Wainiha R,Haena,,416.70527010148
6092,1661.25519,PERENNIAL,1,2-4-04,24004000,24004372,4,Waimea R,Waiakoali,Haena,,1660.70770432728
6093,1625.36281,PERENNIAL,1,2-4-04,24004000,24004368,4,Waimea R,Waiakoali,Haena,,1624.94542568135
6094,752.30572,PERENNIAL,1,2-2-04,22004000,22004079,2,Kapaa,Kealia,Anahola,,751.735455728422
6095,529.10728,PERENNIAL,1,2-1-14,21014000,21014151,1,Wainiha R,Wainiha R,Haena,,528.927183647287
6096,306.04616,PERENNIAL,1,2-1-19,21019000,21019073,1,Hanalei R,Hanalei R,Hanalei,,305.948316126306
6097,458.9973,PERENNIAL,1,2-4-04,24004000,24004375,4,Waimea R,Kawaikoi,Haena,,458.816090154022
6098,931.59768,PERENNIAL,1,2-2-04,22004000,22004072,2,Kapaa,Kealia,Anahola,,931.20525036488
6099,179.64746,PERENNIAL,1,2-4-04,24004000,24004301,4,Waimea R,Kokee,Haena,,179.589271349026
6100,1005.28188,PERENNIAL,1,2-4-04,24004000,24004300,4,Waimea R,Waineki,Haena,,1005.32768276251
6101,1595.1587,PERENNIAL,1,2-4-04,24004000,24004374,4,Waimea R,Waiakoali,Haena,,1594.7506390773
6102,2077.62182,PERENNIAL,1,2-1-25,21025000,21025037,1,Kalihiwai R,Pouli,Hanalei,,2076.40513563198
6103,246.97164,PERENNIAL,1,2-1-19,21019000,21019074,1,Hanalei R,Hanalei R,Hanalei,,246.802985980322
6104,2089.04626,PERENNIAL,1,2-4-04,24004000,24004366,4,Waimea R,Waiakoali,Haena,,2088.52933139801
6105,994.49681,PERENNIAL,1,2-4-04,24004000,24004370,4,Waimea R,Waiakoali,Haena,,994.304243456208
6106,113.63099,PERENNIAL,1,2-1-14,21014000,21014155,1,Wainiha R,Wainiha R,Haena,,113.595061698581
6107,1307.82001,PERENNIAL,1,2-1-19,21019000,21019060,1,Hanalei R,Kaapahu,Hanalei,,1307.43894125818
6108,1337.881,PERENNIAL,1,2-2-04,22004000,22004051,2,Kapaa,Kealia,Anahola,,1337.22563862176
6109,220.97528,PERENNIAL,1,2-1-14,21014000,21014152,1,Wainiha R,Wainiha R,Haena,,220.907187536854
6110,1427.46666,PERENNIAL,1,2-2-04,22004000,22004085,2,Kapaa,Kealia,Anahola,,1426.85431054858
6111,57.73038,PERENNIAL,1,2-1-14,21014000,21014157,1,Wainiha R,Wainiha R,Haena,,57.7309538268766
6112,282.40681,PERENNIAL,1,2-2-04,22004000,22004070,2,Kapaa,Kealia,Anahola,,282.361724349539
6113,301.87718,PERENNIAL,1,2-1-14,21014000,21014161,1,Wainiha R,Wainiha R,Haena,,301.857105290187
6114,953.50984,PERENNIAL,1,2-1-19,21019000,21019063,1,Hanalei R,Hanalei R,Hanalei,,953.146861883195
6115,1617.15674,PERENNIAL,1,2-1-25,21025000,21025055,1,Kalihiwai R,Kalihiwai R,Hanalei,,1616.78055773022
6116,344.48166,PERENNIAL,1,2-1-19,21019000,21019070,1,Hanalei R,Hanalei R,Hanalei,,344.246951896688
6117,407.42928,PERENNIAL,1,2-4-04,24004000,24004371,4,Waimea R,Waiakoali,Haena,,407.362855166556
6118,506.43169,PERENNIAL,1,2-4-04,24004000,24004364,4,Waimea R,Waiakoali,Haena,,506.38371922749
6119,332.72974,PERENNIAL,1,2-1-15,21015000,21015094,1,Lumahai R,Lumahai R,Hanalei,,332.569290901808
6120,1350.49594,PERENNIAL,1,2-1-15,21015000,21015095,1,Lumahai R,Lumahai R,Hanalei,,1350.09588395897
6121,614.18089,PERENNIAL,1,2-4-04,24004000,24004363,4,Waimea R,Kawaikoi,Haena,,614.078174635003
6122,540.06359,PERENNIAL,1,2-4-04,24004000,24004353,4,Waimea R,Kauaikinana,Haena,,539.955447945031
6123,328.28466,PERENNIAL,1,2-2-04,22004000,22004060,2,Kapaa,Kealia,Anahola,,328.102058698903
6124,896.19348,PERENNIAL,1,2-2-04,22004000,22004080,2,Kapaa,Kealia,Anahola,,895.899170061366
6125,162.3949,PERENNIAL,1,2-2-04,22004000,22004050,2,Kapaa,Kealia,Anahola,,162.265558158758
6126,1285.61581,PERENNIAL,1,2-1-14,21014000,21014166,1,Wainiha R,Wainiha R,Haena,,1285.02896119996
6127,181.23445,PERENNIAL,1,2-1-14,21014000,21014165,1,Wainiha R,Wainiha R,Haena,,181.207299837315
6128,671.21318,PERENNIAL,1,2-1-14,21014000,21014153,1,Wainiha R,Wainiha R,Haena,,671.14528396845
6129,555.73001,PERENNIAL,1,2-1-25,21025000,21025058,1,Kalihiwai R,Kalihiwai R,Hanalei,,555.29509091924
6130,941.85854,PERENNIAL,1,2-2-04,22004000,22004077,2,Kapaa,Kealia,Anahola,,941.114198748693
6131,185.25759,PERENNIAL,1,2-1-15,21015000,21015096,1,Lumahai R,Lumahai R,Hanalei,,185.220136679359
6132,822.85877,PERENNIAL,1,2-2-04,22004000,22004075,2,Kapaa,Kealia,Anahola,,822.157155397713
6133,1158.67179,PERENNIAL,1,2-2-04,22004000,22004068,2,Kapaa,Kealia,Anahola,,1158.22788406144
6134,1251.18341,PERENNIAL,1,2-1-15,21015000,21015089,1,Lumahai R,Lumahai R,Hanalei,,1250.80076864425
6135,901.12079,PERENNIAL,1,2-1-25,21025000,21025052,1,Kalihiwai R,Kaumoku,Hanalei,,900.441325054368
6136,1150.24635,PERENNIAL,1,2-1-19,21019000,21019064,1,Hanalei R,Hanalei R,Hanalei,,1149.5648502505
6137,405.22044,PERENNIAL,1,2-1-25,21025000,21025039,1,Kalihiwai R,Pouli,Hanalei,,405.038102418932
6138,211.42123,PERENNIAL,1,2-1-14,21014000,21014167,1,Wainiha R,Wainiha R,Haena,,211.394711192458
6139,680.93436,PERENNIAL,1,2-1-15,21015000,21015091,1,Lumahai R,Lumahai R,Hanalei,,680.532081825199
6140,883.81316,PERENNIAL,1,2-2-04,22004000,22004073,2,Kapaa,Kealia,Anahola,,882.992544174564
6141,139.52396,PERENNIAL,1,2-1-25,21025000,21025060,1,Kalihiwai R,Kalihiwai R,Hanalei,,139.393344528086
6142,609.58119,PERENNIAL,1,2-2-04,22004000,22004071,2,Kapaa,Kealia,Anahola,,609.145308513528
6143,1014.98748,PERENNIAL,1,2-1-19,21019000,21019068,1,Hanalei R,Hanalei R,Hanalei,,1014.66236429528
6144,224.02591,PERENNIAL,1,2-1-15,21015000,21015098,1,Lumahai R,Lumahai R,Hanalei,,224.008963353787
6145,644.90747,PERENNIAL,1,2-2-04,22004000,22004069,2,Kapaa,Kealia,Anahola,,644.529094517424
6146,994.54715,PERENNIAL,1,2-4-04,24004000,24004298,4,Waimea R,Maluapopoki,Haena,,994.419886418226
6147,635.93803,PERENNIAL,1,2-4-04,24004000,24004299,4,Waimea R,Kokee,Haena,,635.796505539668
6148,998.21598,PERENNIAL,1,2-1-15,21015000,21015101,1,Lumahai R,Lumahai R,Hanalei,,997.755803759545
6149,61.76586,PERENNIAL,1,2-1-15,21015000,21015100,1,Lumahai R,Lumahai R,Hanalei,,61.7509605857153
6150,533.2471,PERENNIAL,1,2-1-25,21025000,21025038,1,Kalihiwai R,Pouli,Hanalei,,532.859963580244
6151,1703.75032,PERENNIAL,1,2-1-25,21025000,21025057,1,Kalihiwai R,Kalihiwai R,Hanalei,,1703.48681959852
6152,751.062,PERENNIAL,1,2-1-14,21014000,21014154,1,Wainiha R,Wainiha R,Haena,,750.781125774182
6153,1551.64697,PERENNIAL,1,2-2-04,22004000,22004081,2,Kapaa,Kealia,Anahola,,1550.9333268397
6154,167.20676,PERENNIAL,1,2-1-15,21015000,21015102,1,Lumahai R,Lumahai R,Hanalei,,167.185696924343
6155,1085.11742,PERENNIAL,1,2-4-04,24004000,24004294,4,Waimea R,Halemanu,Makaha Point,,1084.76989559361
6156,409.23196,PERENNIAL,1,2-1-15,21015000,21015107,1,Lumahai R,Lumahai R,Hanalei,,409.099208528043
6157,2857.63142,PERENNIAL,1,2-4-04,24004000,24004365,4,Waimea R,Waiakoali,Haena,,2857.12834897684
6158,539.83805,PERENNIAL,1,2-4-04,24004000,24004293,4,Waimea R,Halemanu,Makaha Point,,539.819480389338
6159,1021.52114,PERENNIAL,1,2-1-15,21015000,21015104,1,Lumahai R,Lumahai R,Hanalei,,1020.97479041173
6160,498.24037,PERENNIAL,1,2-4-04,24004000,24004344,4,Waimea R,Mohihi,Haena,,498.11396672579
6161,1070.81498,PERENNIAL,1,2-1-14,21014000,21014170,1,Wainiha R,Wainiha R,Hanalei,,1070.25628951921
6162,478.99959,PERENNIAL,1,2-1-14,21014000,21014169,1,Wainiha R,Wainiha R,Haena,,478.998325533776
6163,1087.85047,PERENNIAL,1,2-2-04,22004000,22004061,2,Kapaa,Maiakii,Anahola,,1087.21766653571
6164,439.67761,PERENNIAL,1,2-1-15,21015000,21015103,1,Lumahai R,Lumahai R,Hanalei,,439.640458968819
6165,637.15477,PERENNIAL,1,2-1-15,21015000,21015106,1,Lumahai R,Lumahai R,Hanalei,,636.847706025605
6166,655.7723,PERENNIAL,1,2-1-15,21015000,21015093,1,Lumahai R,Lumahai R,Hanalei,,655.622237422826
6167,350.46774,PERENNIAL,1,2-1-19,21019000,21019081,1,Hanalei R,Hanalei R,Hanalei,,350.267960651301
6168,559.1538,PERENNIAL,1,2-4-04,24004000,24004332,4,Waimea R,Mohihi,Haena,,559.062560311273
6169,680.85107,PERENNIAL,1,2-1-14,21014000,21014158,1,Wainiha R,Wainiha R,Haena,,680.479247779896
6170,539.41231,PERENNIAL,1,2-4-04,24004000,24004352,4,Waimea R,Poomau,Haena,,539.279505494027
6171,749.61766,PERENNIAL,1,2-4-04,24004000,24004351,4,Waimea R,Poomau,Haena,,749.597963195351
6172,905.65307,PERENNIAL,1,2-1-14,21014000,21014156,1,Wainiha R,Wainiha R,Haena,,905.282676258299
6173,1502.21429,PERENNIAL,1,2-1-19,21019000,21019066,1,Hanalei R,Hanalei R,Hanalei,,1501.56226420701
6174,499.12536,PERENNIAL,1,2-1-15,21015000,21015105,1,Lumahai R,Lumahai R,Hanalei,,499.110953174245
6175,446.872,PERENNIAL,1,2-1-15,21015000,21015107,1,Lumahai R,Lumahai R,Hanalei,,446.795178069684
6176,1956.99891,PERENNIAL,1,2-2-04,22004000,22004067,2,Kapaa,Maiakii,Anahola,,1956.42845171396
6177,732.01281,PERENNIAL,1,2-1-14,21014000,21014162,1,Wainiha R,Wainiha R,Haena,,731.618900778959
6178,1937.86134,PERENNIAL,1,2-1-19,21019000,21019075,1,Hanalei R,Kaiwa,Hanalei,,1937.54191866258
6179,332.62651,PERENNIAL,1,2-2-04,22004000,22004065,2,Kapaa,Maiakii,Anahola,,332.578020092491
6180,138.25404,PERENNIAL,1,2-4-04,24004000,24004330,4,Waimea R,Mohihi,Haena,,138.215409315218
6181,210.77158,PERENNIAL,1,2-4-04,24004000,24004329,4,Waimea R,Mohihi,Haena,,210.748891983996
6182,352.4912,PERENNIAL,1,2-4-04,24004000,24004346,4,Waimea R,Mohihi,Haena,,352.350527919659
6183,565.36433,PERENNIAL,1,2-4-04,24004000,24004345,4,Waimea R,Mohihi,Haena,,565.249306015199
6184,3908.88048,PERENNIAL,1,2-1-19,21019000,21019061,1,Hanalei R,Kaapahu,Hanalei,,3907.24103858863
6185,524.08431,PERENNIAL,1,2-4-04,24004000,24004319,4,Waimea R,Poomau,Haena,,524.025213845025
6186,460.42355,PERENNIAL,1,2-2-04,22004000,22004061,2,Kapaa,Maiakii,Anahola,,460.202622564496
6187,277.54697,PERENNIAL,1,2-1-14,21014000,21014160,1,Wainiha R,Wainiha R,Haena,,277.470980249553
6188,503.99563,PERENNIAL,1,2-4-04,24004000,24004348,4,Waimea R,Mohihi,Haena,,503.850326859953
6189,1060.31215,PERENNIAL,1,2-1-19,21019000,21019082,1,Hanalei R,Hanalei R,Hanalei,,1060.19225092114
6190,733.40198,PERENNIAL,1,2-2-04,22004000,22004063,2,Kapaa,Maiakii,Anahola,,733.171964620196
6191,499.92502,PERENNIAL,1,2-4-04,24004000,24004347,4,Waimea R,Mohihi,Haena,,499.85793693665
6192,243.02944,PERENNIAL,1,2-1-14,21014000,21014171,1,Wainiha R,Wainiha R,Hanalei,,242.950032889356
6193,527.10203,PERENNIAL,1,2-4-04,24004000,24004349,4,Waimea R,Mohihi,Haena,,527.056300104924
6194,618.52112,PERENNIAL,1,2-1-15,21015000,21015092,1,Lumahai R,Lumahai R,Hanalei,,618.199320527375
6195,595.25991,PERENNIAL,1,2-4-04,24004000,24004297,4,Waimea R,Kokee,Haena,,595.212682670069
6196,267.06947,PERENNIAL,1,2-1-14,21014000,21014159,1,Wainiha R,Wainiha R,Haena,,266.953798653874
6197,1200.88034,PERENNIAL,1,2-1-25,21025000,21025059,1,Kalihiwai R,Kalihiwai R,Hanalei,,1200.59785281298
6198,471.73833,PERENNIAL,1,2-4-04,24004000,24004340,4,Waimea R,Mohihi,Haena,,471.588058068886
6199,359.52996,PERENNIAL,1,2-4-04,24004000,24004328,4,Waimea R,Mohihi,Haena,,359.460030459146
6200,724.49854,PERENNIAL,1,2-4-04,24004000,24004296,4,Waimea R,Kokee,Haena,,724.521368295084
6201,755.43843,PERENNIAL,1,2-1-19,21019000,21019077,1,Hanalei R,Kaiwa,Hanalei,,755.20348934368
6202,463.03198,PERENNIAL,1,2-1-15,21015000,21015108,1,Lumahai R,Lumahai R,Hanalei,,462.890531261289
6203,908.07562,PERENNIAL,1,2-1-14,21014000,21014176,1,Wainiha R,Wainiha R,Hanalei,,907.676555151927
6204,309.31289,PERENNIAL,1,2-1-14,21014000,21014175,1,Wainiha R,Wainiha R,Hanalei,,309.316519550922
6205,1735.88551,PERENNIAL,1,2-4-04,24004000,24004343,4,Waimea R,Mohihi,Haena,,1735.49903701424
6206,175.21163,PERENNIAL,1,2-4-04,24004000,24004341,4,Waimea R,Mohihi,Haena,,175.206294701554
6207,365.62433,PERENNIAL,1,2-1-14,21014000,21014164,1,Wainiha R,Wainiha R,Haena,,365.485495207757
6208,1057.57409,PERENNIAL,1,2-4-04,24004000,24004339,4,Waimea R,Mohihi,Haena,,1057.38960079565
6209,3736.20291,PERENNIAL,1,2-5-13,25013000,25013002,5,Kauhao,Kauhao,Makaha Point,,3736.37563882696
6210,2662.59438,PERENNIAL,1,2-5-13,25013000,25013001,5,Kauhao,,Makaha Point,,2662.67550363881
6211,396.77078,PERENNIAL,1,2-1-14,21014000,21014163,1,Wainiha R,Wainiha R,Haena,,396.5811793996
6212,987.58948,PERENNIAL,1,2-4-04,24004000,24004334,4,Waimea R,Mohihi,Haena,,987.322026407903
